ID,Cikis,Varis,Musteri,Tip,Tonaj,Mesafe,Maliyet,Fiyat,Gecikme
TRK-14608,İzmir,Batum,Apple,Denizyolu,23005,1475,5024.47,5990.24,0
TRK-14609,İskenderun,Mersin,Şişecam,Denizyolu,30577,3246,9807.72,12706.41,5
TRK-14610,Mersin,Ambarlı,Amazon,Demiryolu,3141,2632,5281.51,6796.55,0
TRK-14611,İskenderun,Rotterdam,Tofaş,Denizyolu,37149,4231,11733.42,15027.14,2
TRK-14612,Hamburg,Rotterdam,Tofaş,Demiryolu,19192,3696,6246.92,7427.51,0
TRK-14613,İzmir,Hamburg,Tofaş,Demiryolu,9344,3712,9933.28,11081.38,0
TRK-14614,Samsun,Hamburg,Arçelik,Demiryolu,23600,3898,7928.82,9261.73,0
TRK-14615,İzmir,Hamburg,Amazon,Karayolu,29827,3855,9374.23,11092.44,5
TRK-14616,Hamburg,Mersin,Vestel,Karayolu,1321,3383,6226.1,6924.54,2
TRK-14617,Hamburg,Batum,Apple,Demiryolu,25536,2007,4111.49,4663.49,0
TRK-14618,Ambarlı,Rotterdam,Şişecam,Denizyolu,21465,2906,10089.65,12774.79,0
TRK-14619,Rotterdam,Ambarlı,Şişecam,Demiryolu,11309,614,1392.21,1712.03,2
TRK-14620,Rotterdam,Mersin,Tofaş,Demiryolu,29520,580,1595.9,1823.99,1
TRK-14621,Hamburg,Batum,Tofaş,Karayolu,35509,2109,3948.29,4594.11,0
TRK-14622,Samsun,Hamburg,Apple,Karayolu,22888,3197,7545.41,8398.73,0
TRK-14623,Batum,Mersin,Amazon,Denizyolu,25404,719,2490.01,2791.01,0
TRK-14624,Batum,İskenderun,Tofaş,Demiryolu,34148,330,1357.6,1590.91,0
TRK-14625,Rotterdam,Ambarlı,Tofaş,Demiryolu,43841,4822,15926.17,19234.97,0
TRK-14626,Rotterdam,Hamburg,Apple,Demiryolu,1986,3679,9709.09,10907.17,0
TRK-14627,Hamburg,Mersin,Arçelik,Karayolu,18671,4277,9596.23,12101.4,0
TRK-14628,Rotterdam,Hamburg,Vestel,Denizyolu,36475,4595,10342.72,12813.25,0
TRK-14629,İskenderun,Ambarlı,Tofaş,Denizyolu,42172,507,1996.42,2388.74,0
TRK-14630,Rotterdam,İzmir,Amazon,Demiryolu,27023,1335,4194.17,4692.4,0
TRK-14631,Mersin,İskenderun,Beko,Karayolu,20200,4275,12459.35,15378.48,0
TRK-14632,Batum,İzmir,Amazon,Denizyolu,5860,4633,9229.0,10955.43,2
TRK-14633,Ambarlı,İzmir,Apple,Demiryolu,16617,3605,9074.65,10806.4,0
TRK-14634,Batum,İzmir,Apple,Demiryolu,35776,3479,6780.91,8325.95,1
TRK-14635,Hamburg,Ambarlı,Arçelik,Demiryolu,19201,4766,9576.28,11143.26,1
TRK-14636,İskenderun,Samsun,Arçelik,Denizyolu,16831,4584,10170.18,13032.05,5
TRK-14637,Batum,İskenderun,Tofaş,Karayolu,41060,1981,3580.35,4474.62,2
TRK-14638,Ambarlı,Rotterdam,Tofaş,Karayolu,15780,3738,11792.89,15141.7,0
TRK-14639,Hamburg,Mersin,Tofaş,Karayolu,37320,2662,7435.96,8194.99,5
TRK-14640,Hamburg,Samsun,Arçelik,Demiryolu,7273,247,621.66,739.0,0
TRK-14641,Ambarlı,Batum,Tofaş,Denizyolu,33325,4867,15999.48,19005.33,0
TRK-14642,Rotterdam,İzmir,Tofaş,Karayolu,27082,495,1976.95,2226.84,0
TRK-14643,Ambarlı,Rotterdam,Beko,Karayolu,22058,2462,4017.85,4927.82,0
TRK-14644,Samsun,Rotterdam,Arçelik,Karayolu,16208,863,2551.73,2878.48,0
TRK-14645,Ambarlı,Hamburg,Amazon,Demiryolu,2533,1981,4710.11,5918.41,2
TRK-14646,Batum,Ambarlı,Şişecam,Denizyolu,38814,2834,6879.98,8564.85,0
TRK-14647,İzmir,Hamburg,Arçelik,Denizyolu,5530,4568,11431.53,14361.26,0
TRK-14648,İskenderun,İzmir,Arçelik,Demiryolu,43089,4770,13919.01,16856.87,5
TRK-14649,Hamburg,Samsun,Şişecam,Demiryolu,8741,2076,3616.31,4383.25,0
TRK-14650,Mersin,Samsun,Beko,Karayolu,26001,3606,11391.17,14378.01,2
TRK-14651,Mersin,İzmir,Beko,Karayolu,15366,3293,9148.59,11787.71,1
TRK-14652,Mersin,İskenderun,Vestel,Karayolu,20932,4344,12145.38,15170.33,0
TRK-14653,İskenderun,İzmir,Tofaş,Demiryolu,39774,3416,8415.34,9691.42,5
TRK-14654,Hamburg,Samsun,Apple,Karayolu,40571,3467,7967.05,9640.68,2
TRK-14655,İskenderun,Ambarlı,Vestel,Karayolu,20140,4924,16709.28,19025.34,5
TRK-14656,Mersin,İskenderun,Şişecam,Denizyolu,16781,1263,3849.52,4945.26,1
TRK-14657,Hamburg,Samsun,Amazon,Karayolu,39360,2230,5840.68,6769.28,0
TRK-14658,Rotterdam,Mersin,Vestel,Demiryolu,21012,2788,9758.75,11455.69,2
TRK-14659,Rotterdam,İzmir,Vestel,Demiryolu,32483,4328,10056.69,12715.3,2
TRK-14660,İzmir,Rotterdam,Beko,Karayolu,10050,2319,6648.72,8282.1,0
TRK-14661,Ambarlı,Batum,Vestel,Demiryolu,22294,4574,11629.99,14104.29,1
TRK-14662,Rotterdam,Hamburg,Arçelik,Denizyolu,8823,3232,8060.28,10449.51,1
TRK-14663,Samsun,Rotterdam,Amazon,Karayolu,7920,611,2131.02,2619.15,2
TRK-14664,Batum,İskenderun,Apple,Denizyolu,10320,4804,13197.08,15333.89,0
TRK-14665,İzmir,Ambarlı,Vestel,Demiryolu,17548,2287,6855.01,7727.18,5
TRK-14666,Mersin,Batum,Şişecam,Denizyolu,22306,1448,2414.05,2839.7,2
TRK-14667,Ambarlı,İzmir,Şişecam,Karayolu,25627,2949,8654.71,11110.46,0
TRK-14668,İzmir,Samsun,Tofaş,Demiryolu,8604,2741,6979.36,8411.01,0
TRK-14669,İzmir,İskenderun,Şişecam,Denizyolu,41713,4288,14168.89,17425.38,5
TRK-14670,Mersin,İzmir,Arçelik,Denizyolu,28534,1790,4935.85,5859.43,0
TRK-14671,Samsun,İskenderun,Amazon,Karayolu,3752,1041,2689.21,3446.41,0
TRK-14672,Hamburg,Ambarlı,Apple,Karayolu,22214,1520,3712.92,4447.81,0
TRK-14673,İzmir,Batum,Amazon,Denizyolu,39073,2050,6875.98,8186.38,0
TRK-14674,Rotterdam,Ambarlı,Beko,Denizyolu,13202,1082,2831.2,3285.11,1
TRK-14675,Hamburg,İzmir,Vestel,Denizyolu,8555,1059,3554.52,4341.67,0
TRK-14676,Batum,Samsun,Tofaş,Denizyolu,12783,1421,3844.48,4757.68,0
TRK-14677,Batum,Hamburg,Şişecam,Denizyolu,43648,1314,4406.32,5152.06,2
TRK-14678,İskenderun,Batum,Arçelik,Denizyolu,32656,451,1498.94,1935.26,5
TRK-14679,Batum,Hamburg,Apple,Denizyolu,36890,3062,7700.28,9974.36,1
TRK-14680,İskenderun,Batum,Amazon,Demiryolu,31159,820,2159.66,2468.67,5
TRK-14681,Ambarlı,Rotterdam,Amazon,Demiryolu,20472,4374,14240.07,17645.1,0
TRK-14682,Hamburg,Mersin,Şişecam,Demiryolu,18334,1961,4862.66,6066.61,0
TRK-14683,Samsun,İzmir,Vestel,Karayolu,21572,3909,12500.79,14136.2,0
TRK-14684,Hamburg,Mersin,Arçelik,Denizyolu,27869,1022,3146.33,3699.38,0
TRK-14685,Samsun,Batum,Tofaş,Demiryolu,17556,4709,10698.57,12897.78,0
TRK-14686,Batum,Samsun,Arçelik,Denizyolu,40239,3321,9527.95,12059.75,5
TRK-14687,Hamburg,Rotterdam,Tofaş,Denizyolu,18612,2003,5651.24,6677.72,5
TRK-14688,Ambarlı,Batum,Apple,Denizyolu,3792,2395,6473.49,8055.72,0
TRK-14689,İzmir,Samsun,Vestel,Demiryolu,34754,4424,14455.29,17203.18,0
TRK-14690,Samsun,Mersin,Beko,Karayolu,4513,1507,3050.25,3598.19,2
TRK-14691,Ambarlı,Mersin,Arçelik,Denizyolu,32043,417,1027.51,1191.35,0
TRK-14692,İskenderun,Batum,Tofaş,Karayolu,2105,4730,14885.14,19203.34,5
TRK-14693,Mersin,İzmir,Vestel,Demiryolu,15797,3821,10587.16,11848.85,5
TRK-14694,Mersin,İskenderun,Beko,Denizyolu,35455,1193,2235.78,2809.53,0
TRK-14695,İzmir,Batum,Amazon,Karayolu,22858,3806,12041.2,14957.64,5
TRK-14696,İskenderun,Batum,Amazon,Demiryolu,14274,611,1937.24,2266.66,5
TRK-14697,Ambarlı,Batum,Amazon,Denizyolu,31191,2793,4550.11,5830.44,1
TRK-14698,Hamburg,İskenderun,Şişecam,Denizyolu,32895,714,2097.62,2442.85,0
TRK-14699,Batum,İzmir,Apple,Denizyolu,4699,651,1533.93,1854.98,0
TRK-14700,Rotterdam,Mersin,Amazon,Denizyolu,39918,3010,7207.18,9099.95,0
TRK-14701,İskenderun,İzmir,Beko,Karayolu,31153,4720,8837.8,10159.54,1
TRK-14702,Rotterdam,Samsun,Amazon,Demiryolu,37857,655,1804.04,2048.64,0
TRK-14703,Samsun,Rotterdam,Amazon,Karayolu,20325,2070,6570.44,7952.7,0
TRK-14704,Samsun,Batum,Apple,Denizyolu,8283,3706,11833.72,13928.3,0
TRK-14705,Mersin,Batum,Vestel,Karayolu,12377,1246,4249.56,4831.08,2
TRK-14706,Samsun,Hamburg,Arçelik,Demiryolu,7867,2073,6229.59,7822.11,2
TRK-14707,Batum,Samsun,Amazon,Demiryolu,9254,4743,11217.79,12701.63,0
TRK-14708,Ambarlı,Batum,Beko,Denizyolu,27236,3088,10207.36,11598.16,2
TRK-14709,Rotterdam,İzmir,Apple,Demiryolu,26330,4911,11898.77,14263.59,0
TRK-14710,Samsun,Hamburg,Şişecam,Karayolu,7701,4067,11128.21,12982.87,1
TRK-14711,İzmir,Hamburg,Vestel,Karayolu,13739,1244,3837.37,4694.93,0
TRK-14712,İskenderun,İzmir,Apple,Demiryolu,7801,1889,6677.14,8065.67,0
TRK-14713,Ambarlı,Samsun,Amazon,Denizyolu,31410,1345,4555.07,5469.56,1
TRK-14714,İzmir,Hamburg,Apple,Demiryolu,16016,2454,8413.53,9488.92,0
TRK-14715,Rotterdam,Ambarlı,Apple,Karayolu,39770,3218,11583.89,13441.3,0
TRK-14716,Ambarlı,Mersin,Şişecam,Denizyolu,24622,896,1682.84,2083.73,0
TRK-14717,Mersin,Samsun,Tofaş,Karayolu,33586,2605,6630.38,7501.36,5
TRK-14718,Rotterdam,Batum,Amazon,Karayolu,20407,344,1216.8,1476.36,0
TRK-14719,Rotterdam,Batum,Beko,Denizyolu,44812,701,2103.68,2559.2,2
TRK-14720,Hamburg,Samsun,Arçelik,Demiryolu,28655,299,1322.74,1566.61,2
TRK-14721,Samsun,Mersin,Tofaş,Demiryolu,33137,2106,7458.64,8329.14,1
TRK-14722,Samsun,Ambarlı,Amazon,Karayolu,7591,2300,6328.07,7354.56,2
TRK-14723,Ambarlı,İzmir,Vestel,Karayolu,21560,901,3280.49,3631.98,5
TRK-14724,Mersin,Hamburg,Tofaş,Karayolu,37235,327,1056.37,1269.49,5
TRK-14725,Mersin,Batum,Şişecam,Denizyolu,42054,1746,3662.13,4270.95,1
TRK-14726,Batum,İskenderun,Şişecam,Denizyolu,35447,3571,12004.91,15155.05,0
TRK-14727,Rotterdam,İzmir,Vestel,Demiryolu,41566,1254,2384.27,2643.32,0
TRK-14728,İskenderun,İzmir,Şişecam,Denizyolu,38022,1807,3367.1,4180.14,0
TRK-14729,Ambarlı,Mersin,Beko,Demiryolu,25274,1541,2880.06,3671.1,0
TRK-14730,İskenderun,Ambarlı,Beko,Denizyolu,18139,4127,6619.48,8152.54,2
TRK-14731,Mersin,Ambarlı,Apple,Denizyolu,24653,1734,3462.75,4092.39,2
TRK-14732,Hamburg,İskenderun,Apple,Demiryolu,44767,1800,3294.08,4076.37,5
TRK-14733,İzmir,Ambarlı,Apple,Karayolu,20963,3089,6326.09,6977.83,0
TRK-14734,Hamburg,Samsun,Apple,Karayolu,21910,1824,4065.23,4870.91,1
TRK-14735,Rotterdam,Batum,Arçelik,Denizyolu,10166,2636,5007.45,5812.43,0
TRK-14736,İzmir,Batum,Şişecam,Demiryolu,13458,4553,12121.53,15511.92,0
TRK-14737,Batum,Mersin,Tofaş,Demiryolu,1656,4482,13304.65,16751.04,0
TRK-14738,İzmir,Mersin,Amazon,Karayolu,23159,977,2035.81,2259.35,2
TRK-14739,İzmir,İskenderun,Beko,Denizyolu,29902,768,2795.41,3622.96,0
TRK-14740,Samsun,Hamburg,Şişecam,Denizyolu,25497,3376,10018.24,11335.98,0
TRK-14741,Mersin,İskenderun,Arçelik,Denizyolu,33055,1830,4881.39,5560.25,5
TRK-14742,Rotterdam,Batum,Vestel,Denizyolu,22886,4218,10392.44,11760.71,0
TRK-14743,Hamburg,İskenderun,Vestel,Denizyolu,20067,1940,6227.47,7450.88,0
TRK-14744,Mersin,Ambarlı,Apple,Karayolu,26818,3587,7469.27,9278.51,0
TRK-14745,İskenderun,Batum,Apple,Demiryolu,32940,404,1374.13,1577.83,5
TRK-14746,İzmir,Ambarlı,Arçelik,Demiryolu,6966,3481,7826.28,9296.78,0
TRK-14747,Ambarlı,Hamburg,Amazon,Denizyolu,38309,2271,7371.95,9117.35,5
TRK-14748,Batum,Mersin,Amazon,Karayolu,8383,1367,3861.85,4560.55,0
TRK-14749,İskenderun,Rotterdam,Arçelik,Demiryolu,35648,3267,6237.0,6861.34,0
TRK-14750,Batum,Samsun,Vestel,Demiryolu,14742,1978,6203.43,7503.53,5
TRK-14751,Rotterdam,Ambarlı,Amazon,Denizyolu,23509,4821,16195.03,17959.99,1
TRK-14752,Samsun,Ambarlı,Apple,Karayolu,6808,4565,7207.65,8690.8,2
TRK-14753,Ambarlı,Hamburg,Arçelik,Demiryolu,35612,4500,12918.63,15801.93,0
TRK-14754,Rotterdam,Mersin,Apple,Denizyolu,12670,4075,6639.13,8433.91,2
TRK-14755,Ambarlı,Samsun,Arçelik,Denizyolu,32346,4240,14387.15,16294.38,0
TRK-14756,Rotterdam,Ambarlı,Apple,Demiryolu,21904,4878,10942.85,14046.99,2
TRK-14757,Rotterdam,Batum,Beko,Denizyolu,30662,3141,10828.29,13514.62,0
TRK-14758,Hamburg,İskenderun,Şişecam,Karayolu,20826,2262,5618.12,6644.15,0
TRK-14759,Mersin,Samsun,Apple,Karayolu,4599,3428,10914.33,12359.32,0
TRK-14760,İzmir,İskenderun,Beko,Demiryolu,38193,1309,3549.61,4358.28,5
TRK-14761,Ambarlı,Samsun,Arçelik,Denizyolu,6924,4163,8463.02,10085.94,0
TRK-14762,Hamburg,Samsun,Beko,Denizyolu,36691,322,1454.6,1832.47,0
TRK-14763,Hamburg,Mersin,Beko,Demiryolu,9352,211,828.75,935.0,5
TRK-14764,Batum,İzmir,Apple,Denizyolu,44377,2673,8452.99,10376.59,0
TRK-14765,Batum,Hamburg,Tofaş,Denizyolu,11767,1303,3156.34,3746.31,5
TRK-14766,Rotterdam,Samsun,Amazon,Denizyolu,8450,1437,3837.48,4889.59,0
TRK-14767,Mersin,Samsun,Vestel,Karayolu,16210,1563,5306.96,5911.05,1
TRK-14768,Batum,Samsun,Apple,Denizyolu,9134,2790,6258.84,7928.35,0
TRK-14769,Rotterdam,Hamburg,Arçelik,Denizyolu,35800,716,1837.14,2356.53,5
TRK-14770,İskenderun,Samsun,Şişecam,Karayolu,5919,2132,4646.97,5910.59,0
TRK-14771,Batum,Hamburg,Apple,Karayolu,14293,1805,4354.71,5259.38,1
TRK-14772,Batum,Mersin,Amazon,Karayolu,43391,2545,7884.98,9944.63,2
TRK-14773,Batum,Samsun,Amazon,Karayolu,27144,4624,7763.53,9242.85,2
TRK-14774,Ambarlı,İskenderun,Apple,Denizyolu,19240,1902,3706.96,4116.17,0
TRK-14775,Hamburg,İzmir,Apple,Demiryolu,21669,4440,14297.26,16012.17,2
TRK-14776,İskenderun,Batum,Apple,Denizyolu,15189,644,1750.32,2153.81,0
TRK-14777,Mersin,Rotterdam,Şişecam,Karayolu,40413,3958,6746.24,7617.89,5
TRK-14778,Hamburg,Ambarlı,Vestel,Karayolu,43977,321,1434.6,1707.0,5
TRK-14779,Mersin,İzmir,Arçelik,Karayolu,1767,3096,6896.25,7892.22,0
TRK-14780,Samsun,Ambarlı,Apple,Denizyolu,7700,2041,7206.81,8761.78,5
TRK-14781,İzmir,Batum,Arçelik,Karayolu,3334,2856,9647.85,12371.66,0
TRK-14782,İzmir,Ambarlı,Arçelik,Demiryolu,39802,1662,5772.32,7377.0,0
TRK-14783,Ambarlı,Mersin,Arçelik,Demiryolu,34957,3467,6033.36,7069.58,0
TRK-14784,Hamburg,İskenderun,Beko,Karayolu,32779,4239,11296.62,12619.89,0
TRK-14785,Batum,Samsun,Beko,Demiryolu,28718,2741,6237.24,8097.95,0
TRK-14786,Samsun,Hamburg,Vestel,Denizyolu,9348,825,2321.77,2960.55,0
TRK-14787,İzmir,Ambarlı,Arçelik,Denizyolu,7327,886,1497.24,1647.58,0
TRK-14788,İskenderun,İzmir,Vestel,Karayolu,1701,2248,5750.5,7309.76,5
TRK-14789,Ambarlı,İzmir,Tofaş,Demiryolu,35146,2059,4480.16,5148.17,2
TRK-14790,İzmir,Ambarlı,Arçelik,Demiryolu,28002,1945,5647.57,6530.53,0
TRK-14791,Hamburg,Ambarlı,Tofaş,Demiryolu,26618,507,1633.48,1910.48,2
TRK-14792,Samsun,İzmir,Şişecam,Karayolu,10618,1845,3271.95,3724.88,0
TRK-14793,Samsun,Ambarlı,Amazon,Karayolu,26552,2086,7122.15,8130.33,1
TRK-14794,İskenderun,Hamburg,Beko,Denizyolu,4388,3547,11094.46,12807.25,0
TRK-14795,Samsun,Rotterdam,Vestel,Demiryolu,23981,4461,12346.79,14594.45,2
TRK-14796,İskenderun,Samsun,Beko,Denizyolu,18004,1035,2462.61,2731.33,2
TRK-14797,Rotterdam,Samsun,Arçelik,Denizyolu,7076,2782,8814.98,10390.01,1
TRK-14798,Ambarlı,İskenderun,Amazon,Demiryolu,39499,1847,3591.21,4177.14,0
TRK-14799,Ambarlı,İzmir,Amazon,Karayolu,7700,2182,6566.19,8125.34,0
TRK-14800,Samsun,Batum,Arçelik,Karayolu,3732,4840,15750.9,18607.83,1
TRK-14801,Mersin,Batum,Apple,Karayolu,3075,1528,4562.69,5068.93,2
TRK-14802,İzmir,Ambarlı,Arçelik,Karayolu,18163,3964,6129.13,7886.26,0
TRK-14803,İzmir,Mersin,Apple,Karayolu,11306,3879,9321.57,10842.51,0
TRK-14804,Ambarlı,Mersin,Vestel,Demiryolu,42207,1591,4235.55,5192.09,0
TRK-14805,İskenderun,Hamburg,Şişecam,Demiryolu,5719,1042,1886.03,2126.97,1
TRK-14806,Rotterdam,Samsun,Amazon,Karayolu,25422,398,1361.16,1624.05,2
TRK-14807,İzmir,Hamburg,Şişecam,Denizyolu,43344,3455,12430.64,15596.13,1
TRK-14808,Rotterdam,Batum,Şişecam,Demiryolu,30863,208,661.48,850.17,5
TRK-14809,Ambarlı,İskenderun,Apple,Demiryolu,34050,2310,4554.71,5089.72,0
TRK-14810,İzmir,Ambarlı,Vestel,Denizyolu,12798,333,702.68,860.55,0
TRK-14811,Ambarlı,Samsun,Arçelik,Karayolu,20623,2873,9589.91,11928.12,0
TRK-14812,Batum,Samsun,Beko,Demiryolu,37909,1073,2085.05,2686.06,0
TRK-14813,Mersin,Batum,Arçelik,Demiryolu,2173,4649,8460.49,9354.96,0
TRK-14814,Rotterdam,Samsun,Apple,Karayolu,31493,883,2290.62,2674.06,0
TRK-14815,Samsun,İzmir,Şişecam,Karayolu,5803,2083,7177.42,8511.72,5
TRK-14816,Ambarlı,Hamburg,Apple,Demiryolu,43135,3114,9774.22,12205.27,0
TRK-14817,İskenderun,Hamburg,Şişecam,Denizyolu,34291,4528,8843.4,11080.07,0
TRK-14818,İzmir,Rotterdam,Vestel,Karayolu,6915,1755,5680.02,6637.8,0
TRK-14819,Mersin,Samsun,Apple,Karayolu,29112,3581,11532.56,13935.91,0
TRK-14820,İzmir,Mersin,Şişecam,Karayolu,13917,1812,4273.87,5507.97,0
TRK-14821,Samsun,Hamburg,Beko,Denizyolu,23665,3284,8736.47,9857.72,0
TRK-14822,Mersin,İskenderun,Vestel,Karayolu,1278,1868,3987.17,4873.55,0
TRK-14823,Rotterdam,Batum,Vestel,Demiryolu,33857,4419,10891.25,13133.07,0
TRK-14824,İskenderun,İzmir,Arçelik,Denizyolu,36689,2168,3855.87,4295.26,0
TRK-14825,Ambarlı,İskenderun,Şişecam,Demiryolu,23791,612,1454.74,1818.61,0
TRK-14826,Samsun,İskenderun,Amazon,Karayolu,7382,1173,2020.71,2399.05,1
TRK-14827,İzmir,Ambarlı,Vestel,Karayolu,36510,874,3096.25,3555.48,0
TRK-14828,Ambarlı,Mersin,Şişecam,Demiryolu,35539,4846,10133.65,12480.26,0
TRK-14829,Batum,Hamburg,Tofaş,Demiryolu,32156,3452,10795.03,12915.69,1
TRK-14830,Hamburg,Mersin,Beko,Denizyolu,41918,4962,12431.4,14416.44,5
TRK-14831,İskenderun,İzmir,Apple,Demiryolu,14092,4151,13428.87,15348.89,0
TRK-14832,Rotterdam,Batum,Tofaş,Karayolu,11039,3283,7287.17,9224.69,1
TRK-14833,Ambarlı,Samsun,Tofaş,Denizyolu,26729,1231,3377.51,3946.2,0
TRK-14834,İskenderun,Mersin,Şişecam,Denizyolu,39505,4741,15323.59,17510.38,5
TRK-14835,Hamburg,Samsun,Apple,Denizyolu,15719,1969,4168.25,5184.39,0
TRK-14836,Ambarlı,Rotterdam,Vestel,Karayolu,20859,286,829.78,946.35,0
TRK-14837,Rotterdam,Batum,Şişecam,Karayolu,30989,1432,3249.32,3814.88,0
TRK-14838,İskenderun,Rotterdam,Şişecam,Demiryolu,29266,1202,3712.16,4309.34,2
TRK-14839,Samsun,İskenderun,Şişecam,Denizyolu,11399,250,572.29,729.9,0
TRK-14840,İzmir,Batum,Tofaş,Demiryolu,34917,2252,3907.38,4375.97,0
TRK-14841,Rotterdam,Hamburg,Arçelik,Denizyolu,44146,3974,7146.5,8340.02,0
TRK-14842,Ambarlı,İzmir,Apple,Denizyolu,16926,3953,9871.01,11473.86,2
TRK-14843,Ambarlı,Hamburg,Beko,Karayolu,28995,2328,7417.68,9382.02,0
TRK-14844,İzmir,Rotterdam,Apple,Denizyolu,32830,367,949.25,1211.43,5
TRK-14845,Hamburg,Batum,Apple,Denizyolu,30430,2706,6154.43,7013.36,2
TRK-14846,Batum,Mersin,Şişecam,Karayolu,24586,2681,4905.39,6146.95,0
TRK-14847,İskenderun,Batum,Apple,Karayolu,5987,2204,4757.91,5380.62,0
TRK-14848,Rotterdam,Mersin,Amazon,Karayolu,16614,2802,4541.84,5743.69,0
TRK-14849,Rotterdam,Batum,Tofaş,Denizyolu,20758,1229,3485.73,3866.4,5
TRK-14850,Rotterdam,Hamburg,Şişecam,Demiryolu,36536,2850,8648.21,10868.37,5
TRK-14851,Batum,İskenderun,Amazon,Karayolu,35636,2824,9521.48,10834.59,0
TRK-14852,İzmir,Hamburg,Arçelik,Karayolu,33714,2307,6759.75,8062.19,2
TRK-14853,Batum,Ambarlı,Beko,Demiryolu,10729,1645,5479.56,6144.99,2
TRK-14854,İskenderun,Ambarlı,Tofaş,Karayolu,18983,4291,6861.51,8086.4,2
TRK-14855,Batum,Mersin,Amazon,Denizyolu,40659,2338,5579.33,6964.82,0
TRK-14856,İzmir,Batum,Tofaş,Karayolu,16362,544,1232.99,1465.33,1
TRK-14857,Samsun,İskenderun,Arçelik,Karayolu,32876,1318,2820.77,3609.53,0
TRK-14858,İzmir,Rotterdam,Beko,Denizyolu,41923,1726,4933.25,5798.76,0
TRK-14859,Samsun,Mersin,Şişecam,Demiryolu,16124,1403,2663.5,2957.89,0
TRK-14860,Batum,Mersin,Vestel,Karayolu,44982,3479,12268.11,14542.56,0
TRK-14861,İskenderun,Samsun,Apple,Demiryolu,19056,2426,7968.54,10307.85,1
TRK-14862,Samsun,Batum,Şişecam,Karayolu,30531,4321,10500.14,11721.31,0
TRK-14863,Rotterdam,Ambarlı,Amazon,Demiryolu,12255,2485,7750.12,9704.49,2
TRK-14864,Batum,Samsun,Apple,Demiryolu,34564,3104,9706.6,11960.58,5
TRK-14865,Samsun,Mersin,Beko,Demiryolu,17441,4284,8018.04,9314.39,2
TRK-14866,Hamburg,Mersin,Arçelik,Karayolu,35527,4439,11783.66,14172.56,1
TRK-14867,Batum,Rotterdam,Amazon,Karayolu,14888,3836,12715.67,15029.88,1
TRK-14868,Ambarlı,İskenderun,Şişecam,Demiryolu,35368,794,2287.74,2970.7,0
TRK-14869,Ambarlı,Batum,Arçelik,Karayolu,6030,2678,6076.83,7710.13,0
TRK-14870,İskenderun,İzmir,Şişecam,Demiryolu,41322,1579,3874.17,4425.18,1
TRK-14871,İskenderun,İzmir,Amazon,Demiryolu,38294,1443,3171.82,3942.55,2
TRK-14872,Samsun,Batum,Şişecam,Karayolu,10284,4445,10340.83,11567.85,0
TRK-14873,Samsun,Rotterdam,Apple,Demiryolu,36158,4629,10210.7,12247.26,0
TRK-14874,Ambarlı,İskenderun,Apple,Karayolu,9957,2213,4748.84,5948.92,0
TRK-14875,İskenderun,Rotterdam,Şişecam,Demiryolu,41693,4790,11117.28,14100.07,2
TRK-14876,Mersin,Hamburg,Şişecam,Demiryolu,7335,4922,15934.81,17762.33,0
TRK-14877,Hamburg,Batum,Vestel,Denizyolu,40307,731,2509.48,2815.91,0
TRK-14878,Hamburg,Samsun,Beko,Demiryolu,22031,2215,5705.75,6638.16,1
TRK-14879,İzmir,Samsun,Arçelik,Karayolu,1351,2373,4542.58,5757.34,1
TRK-14880,Mersin,Hamburg,Amazon,Denizyolu,26390,2778,4996.84,6485.75,0
TRK-14881,İskenderun,Hamburg,Amazon,Karayolu,32296,1363,4095.74,5060.91,2
TRK-14882,İskenderun,Hamburg,Beko,Denizyolu,33513,4599,11518.65,13070.63,5
TRK-14883,Mersin,Hamburg,Tofaş,Karayolu,42132,2965,6915.26,8197.11,5
TRK-14884,Mersin,Ambarlı,Apple,Demiryolu,32117,1432,2833.65,3458.06,5
TRK-14885,Mersin,Batum,Tofaş,Demiryolu,39923,4741,15686.63,19461.64,5
TRK-14886,Ambarlı,Mersin,Beko,Denizyolu,43539,3654,12730.06,14421.6,0
TRK-14887,Samsun,Ambarlı,Vestel,Karayolu,4753,4004,6941.47,7800.85,2
TRK-14888,Batum,Rotterdam,Amazon,Karayolu,23699,4234,10156.17,12095.81,2
TRK-14889,Mersin,İzmir,Amazon,Demiryolu,38753,3055,7157.5,8281.38,0
TRK-14890,Ambarlı,Batum,Amazon,Demiryolu,36890,505,2105.3,2632.77,0
TRK-14891,Rotterdam,Batum,Vestel,Demiryolu,22259,3613,10491.09,13313.52,0
TRK-14892,Batum,Samsun,Arçelik,Karayolu,7773,2242,7213.83,8533.24,1
TRK-14893,Batum,Hamburg,Arçelik,Karayolu,3954,3491,10719.44,13578.81,0
TRK-14894,Samsun,Hamburg,Şişecam,Karayolu,29826,1610,4576.79,5054.38,5
TRK-14895,Batum,Hamburg,Vestel,Denizyolu,17648,2982,8848.41,11284.96,5
TRK-14896,Batum,Hamburg,Tofaş,Demiryolu,38810,1798,5286.68,6838.68,0
TRK-14897,Rotterdam,Batum,Vestel,Karayolu,34827,3216,5945.33,7673.74,0
TRK-14898,İskenderun,Hamburg,Tofaş,Karayolu,39232,2001,4384.76,5612.06,2
TRK-14899,İskenderun,İzmir,Tofaş,Denizyolu,37994,1791,6254.61,8021.19,2
